-0.9723955,-0.1734922
-0.96909195,-0.17567177
-0.9772636,-0.18051238
-0.96792567,-0.17462473
-0.96544707,-0.1707407
-0.97199553,-0.17417021
-0.9868232,0.016135901
-0.94503367,-0.14589243
-0.97611433,0.012030313
-0.98686254,0.014678061
-0.9871503,-0.041208897
-0.97966546,0.03690907
-0.97198325,-0.17492355
-0.9718773,-0.17762579
-0.9788976,0.03273282
-0.98407996,0.021405509
-0.9608007,-0.16440175
-0.9871008,0.016146345
-0.986061,0.02170171
-0.9493004,-0.15468226
-0.9873859,0.014691703
-0.98707587,-0.041245874
-0.97093695,-0.17695533
-0.94298404,-0.15760106
-0.9872277,-0.04072754
-0.98497766,0.018949717
-0.9871812,-0.041160475
-0.98712635,0.011768487
-0.96880746,-0.17327215
-0.96626824,-0.17002101
-0.9759897,-0.181179
-0.98751915,-0.03963329
-0.98692775,-0.041112512
-0.9867191,0.015992876
-0.986543,0.017125268
-0.97251904,0.01809471
-0.97612137,-0.105831556
-0.96609986,0.06517395
-0.96648574,-0.17143688
-0.96495783,0.036774833
-0.97871953,0.036920477
-0.9813425,0.023909923
-0.9704306,-0.17454247
-0.98738945,0.014960867
-0.98726404,0.012466717
-0.9875635,-0.040856745
-0.971062,-0.17799646
-0.98726994,0.016532412
-0.96951234,-0.17073366
-0.9687363,-0.17344435
-0.9561684,-0.15968136
-0.9870036,0.015172588
-0.95507425,-0.16584088
-0.969517,-0.17486289
-0.9873958,-0.040591747
-0.9868728,0.013437771
-0.9763378,0.033386152
-0.9729372,-0.17639674
-0.9708087,0.03356639
-0.9774639,-0.18474992
-0.9870095,0.015254941
-0.97960883,0.03441254
-0.96810704,-0.17185923
-0.9853725,0.018039938
-0.98133975,0.020378143
-0.9857763,0.019760285
-0.96919173,-0.17079027
-0.98701024,-0.040780853
-0.98710257,-0.041246984
-0.96985054,-0.17274083
-0.9779543,-0.18197894
-0.9783291,-0.18174629
-0.9863533,0.015183059
-0.98660845,0.017065465
-0.97612506,-0.18155974
-0.98145235,0.03224579
-0.9874648,0.014929605
-0.96693367,-0.17349811
-0.9877031,0.013381327
-0.97386366,0.044687394
-0.9726292,0.04823531
-0.9868978,0.017864479
-0.97548455,0.04745976
-0.98699546,-0.041557837
-0.9777558,0.038847324
-0.970785,-0.17562367
-0.9770098,-0.17934991
-0.9873782,0.013154002
-0.9760584,-0.18026476
-0.9675549,-0.1707049
-0.9875107,0.011445414
-0.98187375,0.030471288
-0.9865109,0.01866075
-0.9738632,-0.1776565
-0.97814703,-0.1812398
-0.9705639,0.05659062
-0.97253186,-0.17476983
-0.9659286,-0.16572765
-0.9819141,0.020151002
-0.9869956,0.018588986
-0.97602654,-0.17997381
-0.9705718,-0.17311358
-0.98556864,0.017898394
-0.96858424,-0.172443
-0.96783805,-0.1693687
-0.9779384,0.020730104
-0.9691177,-0.1744734
-0.96443766,-0.17318259
-0.98744315,0.014164276
-0.97858304,-0.18169355
-0.98650676,0.018945893
-0.98193413,0.022134563
-0.9868812,0.015694736
-0.97382534,-0.17895074
-0.98688847,0.01689391
-0.97322726,0.037634525
-0.9738269,0.04841407
-0.98748463,0.013246322
-0.975826,-0.1788393
-0.93910515,-0.14243637
-0.98604435,0.017707272
-0.9771486,-0.17917635
-0.96917367,-0.16983525
-0.96495223,-0.1683743
-0.9695524,-0.17226192
-0.9760671,0.016518943
-0.97497714,0.024637738
-0.986939,0.014686659
-0.98690695,0.014841315
-0.96080005,-0.053051054
-0.978772,0.032569468
-0.98730874,-0.041129764
-0.97736585,0.039691295
-0.9654338,-0.17216057
-0.9670869,-0.1732401
-0.94424593,-0.15722412
-0.9869062,0.015580694
-0.9872228,0.014491153
-0.9707896,-0.17421854
-0.9761962,-0.18448672
-0.987288,0.01522567
-0.9663855,-0.17168069
-0.9411212,-0.08433269
-0.9664573,-0.17173804
-0.94956046,-0.16356653
-0.9754465,0.03840914
-0.9788031,-0.18319948
-0.9865109,0.018024348
-0.9725681,-0.17675796
-0.97291946,-0.18311101
-0.9859788,0.015526199
-0.98193645,0.030820522
-0.9870409,-0.041970883
-0.9873306,0.012254785
-0.9864885,0.015640171
-0.9648898,-0.17484894
-0.97858685,-0.18337733
-0.98648363,0.015891377
-0.97851086,0.035388924
-0.9648876,-0.1704514
-0.9701626,-0.17148276
-0.96456826,-0.16917464
-0.9872065,-0.04181593
-0.96994144,-0.1736439
-0.98722607,0.0154406205
-0.98695064,0.015958766
-0.9871808,-0.041449893
-0.96565056,-0.17030053
-0.98673946,-0.04260345
-0.9743814,0.039840635
-0.98659515,0.016471287
-0.9732336,-0.17405964
-0.9871385,0.013492751
-0.9744339,-0.17453797
